,count
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014000974_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014000974_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014001347_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014001347_inline6"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014003474_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014001347_inline7"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014001700_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014001700_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014001700_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014001700_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014001700_inline6"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014001700_inline7"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014001700_inline8"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014002420_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014002420_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014002444_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014002444_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014002961_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014002961_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014002961_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014003231_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014003231_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014003267_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014003401_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014003474_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014001700_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014001633_inline8"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014001633_inline7"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201400161X_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014001347_inline8"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014001347_inline9"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014001451_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014001451_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201400158X_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201400158X_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201400158X_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201400161X_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201400161X_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014001633_inline6"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201400161X_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201400161X_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201400161X_inline6"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014001633_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014001633_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014001633_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014001633_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014001633_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014006181_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201400620X_inline10"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004267_inline23"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003559_inline21"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003092_inline8"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003092_inline9"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003158_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003158_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003158_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003158_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003158_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003559_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003559_inline10"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003559_inline11"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003559_inline12"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003559_inline13"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003559_inline14"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003559_inline15"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003559_inline16"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003559_inline17"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003559_inline18"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003559_inline19"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003559_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003092_inline7"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003092_inline6"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003092_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003031_inline6"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201500292X_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002955_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002955_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003031_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003031_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003031_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003031_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003031_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003031_inline7"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003092_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003031_inline8"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003043_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003043_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003092_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003092_inline10"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003092_inline11"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003092_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003092_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003559_inline20"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003559_inline22"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002608_inline9"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003559_inline23"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004127_inline6"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004127_inline7"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004127_inline8"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201500422X_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004267_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004267_inline10"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004267_inline11"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004267_inline12"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004267_inline13"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004267_inline14"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004267_inline15"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004267_inline16"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004267_inline17"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004267_inline18"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004267_inline19"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004267_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004267_inline20"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004267_inline21"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004267_inline22"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004127_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004127_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004127_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003626_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003559_inline24"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003559_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003559_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003559_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003559_inline6"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003559_inline7"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003559_inline8"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003559_inline9"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003626_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004012_inline7"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003626_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015003833_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004012_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004012_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004012_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004012_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004012_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015004012_inline6"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201500292X_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015002608_inline8"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201400620X_inline11"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015001925_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014006739_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014006739_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014007162_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014007162_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014007162_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014007162_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014007162_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015000142_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015000142_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015000841_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015000841_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015001214_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015001214_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015001342_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015001755_inline1"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015001755_inline2"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015001755_inline3"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015001755_inline4"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112015001755_inline5"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014006521_inline9"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014006521_inline8"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0022112014006521_inline7"" />",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S002211201400620X_inline8"" />",1
